   Multiple Comparison of Means - Tukey HSD, FWER=0.05   
=========================================================
group1 group2  meandiff p-adj    lower     upper   reject
   C15     C2    86.497  0.001   86.1488   86.8451   True
   C15    C20   -3.3875  0.001   -3.7357   -3.0394   True
   C15    C21   -3.1442  0.001   -3.4924   -2.7961   True
   C15    C22   -3.7656  0.001   -4.1137   -3.4175   True
   C15    C23   -2.9473  0.001   -3.2955   -2.5992   True
   C15    C24   -3.2018  0.001     -3.55   -2.8537   True
   C15    C25   -2.7188  0.001   -3.0669   -2.3706   True
   C15    C26   -3.2691  0.001   -3.6173    -2.921   True
   C15    C27   -3.9794  0.001   -4.3276   -3.6313   True
   C15     C3   70.6617  0.001   70.3136   71.0099   True
   C15     C4   30.8734  0.001   30.5252   31.2215   True
   C15     C5  120.4182  0.001  120.0701  120.7664   True
   C15     C6  109.4892  0.001   109.141  109.8373   True
   C15     C7    84.012  0.001   83.6638   84.3601   True
   C15     C8   98.9872  0.001   98.6391   99.3354   True
   C15     C9   78.5228  0.001   78.1746   78.8709   True
   C16    C17   -0.2871 0.2526   -0.6352    0.0611  False
   C16    C18   -1.6469  0.001   -1.9951   -1.2988   True
   C16    C19   -0.9546  0.001   -1.3027   -0.6064   True
   C16     C2    88.067  0.001   87.7188   88.4151   True
   C16    C20   -1.8176  0.001   -2.1657   -1.4694   True
   C16    C21   -1.5743  0.001   -1.9224   -1.2261   True
   C16    C22   -2.1956  0.001   -2.5438   -1.8475   True
   C16    C23   -1.3774  0.001   -1.7255   -1.0292   True
   C16    C24   -1.6319  0.001     -1.98   -1.2837   True
   C16    C25   -1.1488  0.001    -1.497   -0.8007   True
   C16    C26   -1.6992  0.001   -2.0473    -1.351   True
   C16    C27   -2.4095  0.001   -2.7576   -2.0613   True
   C16     C3   72.2317  0.001   71.8836   72.5799   True
   C16     C4   32.4434  0.001   32.0952   32.7915   True
   C16     C5  121.9882  0.001    121.64  122.3363   True
   C16     C6  111.0591  0.001   110.711  111.4073   True
   C16     C7   85.5819  0.001   85.2338   85.9301   True
   C16     C8  100.5572  0.001  100.2091  100.9054   True
   C16     C9   80.0927  0.001   79.7446   80.4409   True
   C17    C18   -1.3598  0.001    -1.708   -1.0117   True
   C17    C19   -0.6675  0.001   -1.0156   -0.3193   True
   C17     C2    88.354  0.001   88.0059   88.7022   True
   C17    C20   -1.5305  0.001   -1.8786   -1.1823   True
   C17    C21   -1.2872  0.001   -1.6353    -0.939   True
   C17    C22   -1.9085  0.001   -2.2567   -1.5604   True
   C17    C23   -1.0903  0.001   -1.4384   -0.7421   True
   C17    C24   -1.3448  0.001   -1.6929   -0.9966   True
   C17    C25   -0.8617  0.001   -1.2099   -0.5136   True
   C17    C26   -1.4121  0.001   -1.7602   -1.0639   True
   C17    C27   -2.1224  0.001   -2.4705   -1.7742   True
   C17     C3   72.5188  0.001   72.1707   72.8669   True
   C17     C4   32.7305  0.001   32.3823   33.0786   True
   C17     C5  122.2753  0.001  121.9271  122.6234   True
   C17     C6  111.3462  0.001  110.9981  111.6944   True
   C17     C7    85.869  0.001   85.5209   86.2172   True
   C17     C8  100.8443  0.001  100.4962  101.1925   True
   C17     C9   80.3798  0.001   80.0317    80.728   True
   C18    C19    0.6924  0.001    0.3442    1.0405   True
   C18     C2   89.7139  0.001   89.3657    90.062   True
   C18    C20   -0.1706    0.9   -0.5188    0.1775  False
   C18    C21    0.0727    0.9   -0.2755    0.4208  False
   C18    C22   -0.5487  0.001   -0.8968   -0.2005   True
   C18    C23    0.2696 0.3656   -0.0786    0.6177  False
   C18    C24    0.0151    0.9   -0.3331    0.3632  False
   C18    C25    0.4981  0.001      0.15    0.8463   True
   C18    C26   -0.0522    0.9   -0.4004    0.2959  False
   C18    C27   -0.7625  0.001   -1.1107   -0.4144   True
   C18     C3   73.8786  0.001   73.5305   74.2268   True
   C18     C4   34.0903  0.001   33.7421   34.4384   True
   C18     C5  123.6351  0.001   123.287  123.9833   True
   C18     C6  112.7061  0.001  112.3579  113.0542   True
   C18     C7   87.2289  0.001   86.8807    87.577   True
   C18     C8  102.2042  0.001   101.856  102.5523   True
   C18     C9   81.7397  0.001   81.3915   82.0878   True
   C19     C2   89.0215  0.001   88.6734   89.3697   True
   C19    C20    -0.863  0.001   -1.2111   -0.5148   True
   C19    C21   -0.6197  0.001   -0.9678   -0.2715   True
   C19    C22    -1.241  0.001   -1.5892   -0.8929   True
   C19    C23   -0.4228 0.0041   -0.7709   -0.0746   True
   C19    C24   -0.6773  0.001   -1.0254   -0.3291   True
   C19    C25   -0.1942 0.8868   -0.5424    0.1539  False
   C19    C26   -0.7446  0.001   -1.0927   -0.3964   True
   C19    C27   -1.4549  0.001    -1.803   -1.1067   True
   C19     C3   73.1863  0.001   72.8381   73.5344   True
   C19     C4   33.3979  0.001   33.0498   33.7461   True
   C19     C5  122.9428  0.001  122.5946  123.2909   True
   C19     C6  112.0137  0.001  111.6656  112.3619   True
   C19     C7   86.5365  0.001   86.1884   86.8847   True
   C19     C8  101.5118  0.001  101.1637  101.8599   True
   C19     C9   81.0473  0.001   80.6992   81.3955   True
    C2    C20  -89.8845  0.001  -90.2327  -89.5364   True
    C2    C21  -89.6412  0.001  -89.9894  -89.2931   True
    C2    C22  -90.2626  0.001  -90.6107  -89.9144   True
    C2    C23  -89.4443  0.001  -89.7925  -89.0962   True
    C2    C24  -89.6988  0.001   -90.047  -89.3507   True
    C2    C25  -89.2158  0.001  -89.5639  -88.8676   True
    C2    C26  -89.7661  0.001  -90.1143   -89.418   True
    C2    C27  -90.4764  0.001  -90.8246  -90.1283   True
    C2     C3  -15.8353  0.001  -16.1834  -15.4871   True
    C2     C4  -55.6236  0.001  -55.9717  -55.2754   True
    C2     C5   33.9212  0.001   33.5731   34.2694   True
    C2     C6   22.9922  0.001    22.644   23.3403   True
    C2     C7    -2.485  0.001   -2.8332   -2.1369   True
    C2     C8   12.4903  0.001   12.1421   12.8384   True
    C2     C9   -7.9742  0.001   -8.3224   -7.6261   True
   C20    C21    0.2433 0.5547   -0.1048    0.5915  False
   C20    C22   -0.3781 0.0194   -0.7262   -0.0299   True
   C20    C23    0.4402 0.0022     0.092    0.7883   True
   C20    C24    0.1857    0.9   -0.1624    0.5338  False
   C20    C25    0.6688  0.001    0.3206    1.0169   True
   C20    C26    0.1184    0.9   -0.2298    0.4665  False
   C20    C27   -0.5919  0.001   -0.9401   -0.2438   True
   C20     C3   74.0493  0.001   73.7011   74.3974   True
   C20     C4   34.2609  0.001   33.9128   34.6091   True
   C20     C5  123.8058  0.001  123.4576  124.1539   True
   C20     C6  112.8767  0.001  112.5286  113.2248   True
   C20     C7   87.3995  0.001   87.0513   87.7476   True
   C20     C8  102.3748  0.001  102.0266  102.7229   True
   C20     C9   81.9103  0.001   81.5621   82.2584   True
   C21    C22   -0.6214  0.001   -0.9695   -0.2732   True
   C21    C23    0.1969 0.8688   -0.1513     0.545  False
   C21    C24   -0.0576    0.9   -0.4058    0.2905  False
   C21    C25    0.4254 0.0037    0.0773    0.7736   True
   C21    C26   -0.1249    0.9   -0.4731    0.2232  False
   C21    C27   -0.8352  0.001   -1.1834   -0.4871   True
   C21     C3    73.806  0.001   73.4578   74.1541   True
   C21     C4   34.0176  0.001   33.6695   34.3658   True
   C21     C5  123.5624  0.001  123.2143  123.9106   True
   C21     C6  112.6334  0.001  112.2852  112.9815   True
   C21     C7   87.1562  0.001    86.808   87.5043   True
   C21     C8  102.1315  0.001  101.7833  102.4796   True
   C21     C9    81.667  0.001   81.3188   82.0151   True
   C22    C23    0.8183  0.001    0.4701    1.1664   True
   C22    C24    0.5638  0.001    0.2156    0.9119   True
   C22    C25    1.0468  0.001    0.6987     1.395   True
   C22    C26    0.4965  0.001    0.1483    0.8446   True
   C22    C27   -0.2138 0.7541    -0.562    0.1343  False
   C22     C3   74.4273  0.001   74.0792   74.7755   True
   C22     C4    34.639  0.001   34.2908   34.9871   True
   C22     C5  124.1838  0.001  123.8357   124.532   True
   C22     C6  113.2548  0.001  112.9066  113.6029   True
   C22     C7   87.7776  0.001   87.4294   88.1257   True
   C22     C8  102.7528  0.001  102.4047   103.101   True
   C22     C9   82.2884  0.001   81.9402   82.6365   True
   C23    C24   -0.2545 0.4785   -0.6026    0.0937  False
   C23    C25    0.2286 0.6545   -0.1196    0.5767  False
   C23    C26   -0.3218  0.107     -0.67    0.0263  False
   C23    C27   -1.0321  0.001   -1.3803    -0.684   True
   C23     C3   73.6091  0.001   73.2609   73.9572   True
   C23     C4   33.8207  0.001   33.4726   34.1689   True
   C23     C5  123.3656  0.001  123.0174  123.7137   True
   C23     C6  112.4365  0.001  112.0884  112.7847   True
   C23     C7   86.9593  0.001   86.6111   87.3074   True
   C23     C8  101.9346  0.001  101.5864  102.2827   True
   C23     C9   81.4701  0.001   81.1219   81.8182   True
   C24    C25    0.4831  0.001    0.1349    0.8312   True
   C24    C26   -0.0673    0.9   -0.4155    0.2808  False
   C24    C27   -0.7776  0.001   -1.1258   -0.4295   True
   C24     C3   73.8636  0.001   73.5154   74.2117   True
   C24     C4   34.0752  0.001   33.7271   34.4234   True
   C24     C5  123.6201  0.001  123.2719  123.9682   True
   C24     C6   112.691  0.001  112.3429  113.0391   True
   C24     C7   87.2138  0.001   86.8656   87.5619   True
   C24     C8  102.1891  0.001  101.8409  102.5372   True
   C24     C9   81.7246  0.001   81.3764   82.0727   True
   C25    C26   -0.5504  0.001   -0.8985   -0.2022   True
   C25    C27   -1.2607  0.001   -1.6088   -0.9125   True
   C25     C3   73.3805  0.001   73.0324   73.7287   True
   C25     C4   33.5922  0.001    33.244   33.9403   True
   C25     C5   123.137  0.001  122.7889  123.4851   True
   C25     C6  112.2079  0.001  111.8598  112.5561   True
   C25     C7   86.7307  0.001   86.3826   87.0789   True
   C25     C8   101.706  0.001  101.3579  102.0542   True
   C25     C9   81.2415  0.001   80.8934   81.5897   True
   C26    C27   -0.7103  0.001   -1.0584   -0.3622   True
   C26     C3   73.9309  0.001   73.5827    74.279   True
   C26     C4   34.1425  0.001   33.7944   34.4907   True
   C26     C5  123.6874  0.001  123.3392  124.0355   True
   C26     C6  112.7583  0.001  112.4102  113.1065   True
   C26     C7   87.2811  0.001    86.933   87.6292   True
   C26     C8  102.2564  0.001  101.9082  102.6045   True
   C26     C9   81.7919  0.001   81.4438     82.14   True
   C27     C3   74.6412  0.001    74.293   74.9893   True
   C27     C4   34.8528  0.001   34.5047    35.201   True
   C27     C5  124.3977  0.001  124.0495  124.7458   True
   C27     C6  113.4686  0.001  113.1205  113.8168   True
   C27     C7   87.9914  0.001   87.6433   88.3395   True
   C27     C8  102.9667  0.001  102.6185  103.3148   True
   C27     C9   82.5022  0.001   82.1541   82.8503   True
    C3     C4  -39.7883  0.001  -40.1365  -39.4402   True
    C3     C5   49.7565  0.001   49.4083   50.1046   True
    C3     C6   38.8274  0.001   38.4793   39.1756   True
    C3     C7   13.3502  0.001   13.0021   13.6984   True
    C3     C8   28.3255  0.001   27.9774   28.6737   True
    C3     C9     7.861  0.001    7.5129    8.2092   True
    C4     C5   89.5448  0.001   89.1967    89.893   True
    C4     C6   78.6158  0.001   78.2676   78.9639   True
    C4     C7   53.1386  0.001   52.7904   53.4867   True
    C4     C8   68.1139  0.001   67.7657    68.462   True
    C4     C9   47.6494  0.001   47.3012   47.9975   True
    C5     C6  -10.9291  0.001  -11.2772  -10.5809   True
    C5     C7  -36.4063  0.001  -36.7544  -36.0581   True
    C5     C8   -21.431  0.001  -21.7791  -21.0828   True
    C5     C9  -41.8955  0.001  -42.2436  -41.5473   True
    C6     C7  -25.4772  0.001  -25.8254  -25.1291   True
    C6     C8  -10.5019  0.001  -10.8501  -10.1538   True
    C6     C9  -30.9664  0.001  -31.3146  -30.6183   True
    C7     C8   14.9753  0.001   14.6271   15.3234   True
    C7     C9   -5.4892  0.001   -5.8374   -5.1411   True
    C8     C9  -20.4645  0.001  -20.8126  -20.1163   True
---------------------------------------------------------
